p,k,C1_mean_f1,C2_mean_f1,C3_mean_f1,C4_mean_f1,C5_mean_f1,C6_mean_f1,C7_mean_f1,C8_mean_f1,C9_mean_f1,overall_mean
4,46,0.6841660434447887,0.8996069955752505,0.9397908817282798,0.7629682798352484,0.0,0.7827625773088075,0.8258377771320282,0.7954964076900388,0.6481359531642028,0.7043072128754049
4,47,0.6867786759245718,0.8993224887297359,0.9393038659692785,0.7602293966748301,0.0,0.7800627016577629,0.8175954561518323,0.7952123614067965,0.6404733073748816,0.7021086948766322
4,48,0.683846815883749,0.8975788107779907,0.9387955521358451,0.7560276514314808,0.0,0.7804306550835596,0.81963060878828,0.7909840181832443,0.6345197249726493,0.7002015374729776
4,49,0.6790520316693052,0.8958839717590491,0.9380599684264844,0.7546807272099295,0.0,0.7757304832635723,0.8223869379619476,0.789457774059068,0.6301248842500018,0.6983751976221507
4,50,0.6782682478855213,0.8947313645189787,0.9377604113137414,0.7511569229518618,0.0,0.7768118534382611,0.8260872154827616,0.7862902973584494,0.6301016112775258,0.6979119915807891
5,26,0.6916285643565416,0.9013782627567938,0.9552505732744073,0.8503036482583723,0.0,0.7442609632596772,0.8262616382476388,0.8032967736700753,0.7004385636807179,0.7192021097226916
5,27,0.6879472211505455,0.9013336801833496,0.9542135452309125,0.8425316571203224,0.0,0.7515867577468326,0.8262616382476388,0.8013319941093664,0.7044192477567908,0.7188473046161954
5,28,0.6816522834118242,0.8979298761570037,0.9526593358319767,0.8399124567421229,0.0,0.748739674002729,0.8263244425079004,0.8000021317384185,0.699053606778388,0.7162526452411515
5,29,0.6778049273046908,0.8965779446832147,0.9503256022030759,0.8396936145514496,0.0,0.7531222800953148,0.8263244425079004,0.8012075112812461,0.7028945311322884,0.71643898375102
5,30,0.6755521473120405,0.8954657828476847,0.949082313124134,0.837112997549221,0.0,0.7573256620844856,0.82318614463556,0.8021164188755513,0.6966658470273194,0.7151674792728886
5,31,0.6745520137404407,0.8948077162496263,0.9465154998628739,0.8403874920528638,0.0,0.7567938860580226,0.82318614463556,0.8007198600750657,0.7005127462518386,0.7152750398806991
5,32,0.6717435160075204,0.8945535909066326,0.9454926077109593,0.8288524879810172,0.0,0.7543051972220189,0.821655532390662,0.799404351515957,0.6868297256718676,0.711426334378515
5,33,0.6726843931829571,0.8930321737140406,0.9444855291990102,0.8256736894171741,0.0,0.7541202195493544,0.8235056711510691,0.8007738205405264,0.6896589824575852,0.7115482754679685
5,34,0.6677195471601067,0.8937976070391741,0.9422187673587041,0.8182199813411495,0.0,0.7559159556167322,0.8200590156998055,0.7988030081609717,0.6854197593600151,0.7091281824151844
5,35,0.6630196381585589,0.8923052368219763,0.9407360276912424,0.8125358125485374,0.0,0.7591237263414131,0.8200590156998055,0.800457477684375,0.6747215633178414,0.7069953886959722
5,36,0.6550218063247893,0.8907843097149704,0.9394689074347081,0.80524945287733,0.0,0.7536845605267185,0.8200590156998055,0.7962443907372514,0.6628266243045162,0.7025932297355655
5,37,0.6507362691819119,0.8878528399486649,0.9384636533053985,0.8017522437898144,0.0,0.7541816120960974,0.8200590156998055,0.7951470044948803,0.6607085617020907,0.7009890222465182
5,38,0.6518498360720146,0.888511298532937,0.9369536916165042,0.7982467177984396,0.0,0.7490284189393284,0.8221803920418648,0.797488848935959,0.6537462803908194,0.6997783871475407
5,39,0.6467685606667415,0.88671438661339,0.935219215690903,0.8005458927930216,0.0,0.7513526455265495,0.8203833518727317,0.7949251422560313,0.6566490577012971,0.6991731392356295
5,40,0.6481440508571741,0.8848687559479712,0.933715566399921,0.800499738043556,0.0,0.7476691442873615,0.8185216497450721,0.7948922645498833,0.6527693289240023,0.6978978331949934
5,41,0.6479755767229116,0.883568463380089,0.9327731070841467,0.7962651865237397,0.0,0.7439074050195635,0.8148549830784054,0.7927961617380885,0.6446982717098513,0.6952043505840884
5,42,0.6408394754225569,0.882456878969467,0.9310544158798599,0.788830769793566,0.0,0.7486577193752345,0.8133855953233032,0.7903816318896386,0.6374790122018541,0.6925650554283868
5,43,0.6382912448545148,0.8805325850078549,0.9288288321940084,0.7884064809775065,0.0,0.7457907012633056,0.8115769712986044,0.7888969149700956,0.6359505930265471,0.6909193692880486
5,44,0.6364827553753377,0.8805601813264092,0.9273734595639646,0.7880354634190516,0.0,0.7462673166483159,0.8115769712986044,0.78769836310026,0.6292961973197135,0.6896989675612952
5,45,0.6351128923616391,0.8798964034285939,0.9249021412349681,0.7831793206182845,0.0,0.7448437455600235,0.8098378408638217,0.7850501045588396,0.6266593532244898,0.687720200205629
5,46,0.6345714800972309,0.8786076281519485,0.9239231167834729,0.7781084218504181,0.0,0.7519668021593906,0.8063870016937411,0.7814780311684092,0.6261693404310656,0.686801313592853
5,47,0.6317354195559094,0.8765693288324632,0.9217417878918583,0.7753682150276828,0.0,0.7476888730884024,0.8081829200610879,0.7761578051961371,0.6124088610530007,0.683317023411838
5,48,0.6319624413406721,0.8763090342535087,0.9202850715346929,0.7802563898196634,0.0,0.7425244263806149,0.8100536683604076,0.7774612840880368,0.6129773111036443,0.6835366252090267
5,49,0.6307569792659342,0.874542157276364,0.9183552682754617,0.7746593748942903,0.0,0.7424823711735808,0.8081213012106494,0.7799163796663395,0.606736312821339,0.6817300160648844
5,50,0.6287811332555551,0.8727938922964293,0.9173988744496215,0.7787771643255124,0.0,0.7427210856431606,0.8079975580855898,0.7789350788714885,0.6018953226581638,0.6810333455095023
6,26,0.6848508436355111,0.8912864762005647,0.9480611790979003,0.8540633774771711,0.0,0.7108995667899358,0.8231841402559906,0.7961358784406438,0.6655646000654418,0.7082273402181287
6,27,0.6812076652582778,0.8880047489561275,0.9460446304999879,0.855409531323325,0.0,0.7139931959454477,0.8198254669319536,0.793328617804322,0.6662074420917643,0.7071134776456894
6,28,0.6800517083109726,0.886595566019697,0.9437251093360514,0.8552550651586286,0.0,0.7165239043547771,0.8245493884829409,0.7927603149279223,0.6646076476260547,0.7071187449130049
6,29,0.6789074717732891,0.885209195341538,0.9412243030250573,0.8539820186265829,0.0,0.7238448683464396,0.8162217360689098,0.7961894994800556,0.6611587247825523,0.7063042019382695
6,30,0.6760122627586654,0.8828988694854443,0.9407049749903578,0.8511029722470542,0.0,0.7251553063551699,0.8145626108803729,0.7954090158635949,0.6578355332893305,0.7048535050966654
6,31,0.6704941850389872,0.8807366716538724,0.9389400579556527,0.8444831614233269,0.0,0.7264843511028101,0.8145626108803729,0.7933463908314312,0.6544898027041937,0.7026152479545164
6,32,0.6674233291334355,0.8815878158851739,0.938194525745948,0.8456738339624922,0.0,0.7285287301712808,0.8163356605257629,0.7956833192762456,0.6593551940357617,0.7036424898595667
6,33,0.6576368928546088,0.8786116554658049,0.9351985665288225,0.8354390319388404,0.0,0.7304885258761261,0.8164002734030129,0.7876514801551227,0.6505877270053692,0.6991126836919676
6,34,0.6513604864060178,0.8769636468643865,0.9334935102954635,0.8218279044491833,0.0,0.7349280023694252,0.8164002734030129,0.7860672672746566,0.6458513685666748,0.6963213844032023
6,35,0.6436325540822078,0.8747145165808824,0.9341997657148937,0.8273806782596296,0.0,0.7336152475059743,0.8164002734030129,0.7861235850957928,0.6428652825787582,0.6954368781356836
6,36,0.642139948177117,0.8744976427011549,0.9317447230699274,0.8248081533252345,0.0,0.7308483887548053,0.825372133854869,0.7843019683527656,0.6392231870796345,0.6947706828128343
6,37,0.6366386233662769,0.8730051939584772,0.9300534076562187,0.8206139805252299,0.0,0.7307358715428378,0.825372133854869,0.7823317831834175,0.631925849005927,0.6922974270103616
6,38,0.6369263369407618,0.874488726531394,0.929326338670827,0.8089154472094332,0.0,0.7322558561726636,0.8234397667051105,0.7812843881475244,0.6205166808374172,0.6896837268016812
6,39,0.6346896121065303,0.8714427565857686,0.9274264152188426,0.812207976756625,0.0,0.7323336323928522,0.8201121142910794,0.7783383291642996,0.6161671794541639,0.6880797795522402
6,40,0.6312661165348196,0.8714421979451206,0.9259347103945226,0.8035010297274511,0.0,0.7281058845671711,0.8184509847229732,0.7767593849215201,0.6073051972524038,0.6847517228962201
6,41,0.6196720243482717,0.870701362330218,0.9242278087764596,0.7983125015686175,0.0,0.7272372635276044,0.818512603573412,0.7781569364073079,0.608273004446757,0.6827881672198498
6,42,0.6197937389248207,0.8695229902040399,0.9232475351164642,0.8002012288341579,0.0,0.7252720796312977,0.818512603573412,0.7767038944774798,0.6026229026646444,0.6817641081584795
6,43,0.6144734529556282,0.866539360759688,0.9220623929168271,0.8024360282793284,0.0,0.7235836707907711,0.818512603573412,0.7661352717086028,0.5925222699582343,0.6784738945491657
6,44,0.6148245693225589,0.8654382142119941,0.9201292935176575,0.8059233200951554,0.0,0.7227692081460879,0.8169752171303651,0.767190870909989,0.5827168633034072,0.6773297285152461
6,45,0.6008957702385496,0.8609836850618248,0.9179728837615763,0.7975443689457081,0.0,0.72566415017022,0.8131239342716992,0.7691469237957508,0.5786096064598818,0.6737712580783567
6,46,0.6002067964878124,0.8606853659345861,0.9162905261391254,0.7960650323004884,0.0,0.725723126378751,0.8148411059888708,0.7696686298752987,0.5669888835332271,0.6722743851820179
6,47,0.5918045061628607,0.8583987694724572,0.9151127662184286,0.791688484579951,0.0,0.7243937808961656,0.8131239342716992,0.7659062768172229,0.5639621945653629,0.6693767458871275
6,48,0.5912498678820866,0.8576565116176257,0.9131868636005516,0.7910424409572689,0.0,0.7156394507187683,0.8179244622534746,0.7612858049831408,0.5529576546457438,0.6667714507398511
6,49,0.5910102749995068,0.8547851491138404,0.9131540328762779,0.7943817271191358,0.0,0.7119830220341612,0.8141419563433091,0.7593486012517576,0.5481752742187761,0.6652200042174183
6,50,0.5875210966316836,0.8541428390332081,0.9119662436519425,0.79211470202953,0.0,0.7085783644296819,0.8160036584709687,0.7609054175872157,0.5402807816612499,0.6635014559439423
